"PAYMENT_DAY","APPLICATION_SUBMISSION_TYPE","SEX","MARITAL_STATUS","QUANT_DEPENDANTS","STATE_OF_BIRTH","NATIONALITY","RESIDENTIAL_STATE","FLAG_RESIDENCIAL_PHONE","RESIDENCE_TYPE","MONTHS_IN_RESIDENCE","FLAG_EMAIL","PERSONAL_MONTHLY_INCOME","OTHER_INCOMES","FLAG_VISA","FLAG_MASTERCARD","QUANT_SPECIAL_BANKING_ACCOUNTS","QUANT_CARS","COMPANY","PROFESSIONAL_STATE","FLAG_PROFESSIONAL_PHONE","PROFESSION_CODE","OCCUPATION_TYPE","MATE_PROFESSION_CODE","EDUCATION_LEVEL2","PRODUCT","AGE","BAD","CREDIT_AMNT"
"X2","web","m","X3",0,"pe","X2","pe",0,"X3",15,1,400,0,0,0,0,0,0,"missing",0,"X20","X6","X1","X1","X1",84,"BAD",1000
"X3","web","f","X2",2,"mt","X2","mt",0,"X3",15,1,257.47,0,1,1,0,0,0,"missing",0,"X20","X6","X1","X1","X1",44,"BAD",1000
"X3","X0","m","X2",0,"rs","X2","rs",1,"X3",0,1,536,0,0,0,1,1,1,"missing",0,"X20","X4","X5","X2","X1",41,"BAD",1000
"X3","web","m","X2",0,"pa","X2","pa",1,"X1",9.72714882201501,1,470,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",23,"BAD",1000
"X2","web","f","X3",1,"es","X2","es",1,"X3",12,1,442,0,0,1,0,0,1,"es",1,"X20","X4","X1","X1","X2",32,"GOOD",1000
"X2","X0","f","X2",1,"es","X2","es",0,"X3",15,0,350,0,0,0,1,1,1,"es",1,"X18","X7","X2","X2","X1",60,"GOOD",1000
"X4","X0","m","X3",0,"mg","X2","mg",1,"X3",3,1,350,0,0,0,1,1,0,"missing",0,"X20","X3","X2","X2","X2",65,"GOOD",1000
"X3","web","f","X3",0,"sc","X2","rs",1,"X3",2,1,350,0,0,0,0,0,1,"missing",0,"X20","X6","X1","X1","X1",22,"GOOD",1000
"X3","X0","m","X3",1,"pr","X2","pr",1,"X3",3,1,454,0,0,0,1,1,0,"missing",0,"X2","X2","X2","X2","X1",40,"GOOD",1000
"X4","web","f","X2",0,"rs","X2","rs",1,"X3",7,1,406,0,1,0,0,0,1,"rs",0,"X20","X4","X1","X1","X1",53,"GOOD",1000
"X3","X0","f","X3",0,"ce","X2","ce",0,"X3",9.72714882201501,1,372,0,0,0,1,0,0,"missing",0,"X1","X1","X1","X1","X1",44,"GOOD",1000
"X2","X0","m","X7",0,"rn","X2","rn",0,"X3",15,0,350,0,0,0,1,1,1,"missing",0,"X20","X3","X2","X2","X1",66,"GOOD",1000
"X3","web","f","X6",1,"rs","X2","mt",1,"X3",26,1,2595,0,1,0,0,0,1,"mt",1,"X19","X5","X1","X1","X1",43,"GOOD",1000
"X4","web","f","X3",0,"ba","X2","ba",1,"X3",2,1,350,0,0,0,0,0,0,"ba",0,"X20","X7","X1","X1","X1",43,"GOOD",1000
"X6","web","m","X3",0,"ba","X2","ba",1,"X3",27,1,3118.88,0,0,0,0,0,0,"missing",0,"X20","X3","X1","X1","X1",59,"GOOD",1000
"X2","X0","f","X4",1,"rs","X2","rs",1,"X3",5,1,530,0,0,0,1,1,1,"missing",0,"X20","X3","X2","X2","X1",65,"GOOD",1000
"X4","web","f","X3",1,"rs","X2","rs",1,"X3",20,1,400,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",28,"GOOD",1000
"X3","web","m","X2",0,"sp","X2","sp",0,"X3",28,1,380,0,0,0,0,0,0,"missing",0,"X20","X3","X1","X1","X2",71,"GOOD",1000
"X3","web","m","X3",0,"sc","X2","mg",1,"X3",1,1,2334.42,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",58,"GOOD",1000
"X4","web","f","X5",0,"rj","X2","rj",1,"X3",1,1,1325,0,0,0,0,0,0,"missing",0,"X20","X6","X1","X1","X1",59,"GOOD",1000
"X3","X0","f","X3",0,"rs","X2","rs",1,"X2",7,0,650,0,0,0,1,1,0,"missing",0,"X2","X2","X2","X2","X1",18,"GOOD",1000
"X3","web","f","X6",1,"sp","X2","sp",1,"X3",36,1,787,0,0,0,0,0,0,"sp",0,"X1","X1","X1","X1","X1",47,"BAD",1000
"X6","X0","f","X3",0,"pi","X2","pi",1,"X3",16,1,1050,0,0,0,1,1,0,"missing",0,"X10","X7","X2","X2","X1",39,"GOOD",1000
"X6","web","m","X3",0,"sp","X2","ms",1,"X3",25,1,1500,0,0,0,0,0,0,"missing",0,"X13","X6","X1","X1","X1",52,"GOOD",1000
"X4","X0","m","X7",0,"sp","X2","am",1,"X6",4,0,2200,0,1,1,1,1,1,"am",0,"X20","X7","X2","X2","X1",46,"BAD",1000
"X6","X0","f","X5",0,"ce","X2","ce",0,"X3",1,1,340,0,0,0,1,1,1,"ce",0,"X20","X3","X2","X2","X1",76,"BAD",1000
"X5","X0","f","X2",4,"go","X2","go",1,"X3",18,0,350,0,0,0,1,1,0,"missing",0,"X6","X6","X2","X2","X1",53,"GOOD",1000
"X5","web","f","X3",1,"ba","X2","ba",1,"X4",1,1,350,0,0,0,0,0,0,"missing",0,"X20","X1","X1","X1","X2",45,"GOOD",1000
"X3","web","m","X3",0,"pe","X2","df",1,"X3",9,1,500,0,0,0,0,0,0,"missing",0,"X20","X3","X1","X1","X1",62,"GOOD",1000
"X5","web","f","X4",0,"sp","X2","sp",0,"X7",21,1,563.68,0,0,0,0,0,1,"sp",1,"X20","X7","X1","X1","X1",44,"GOOD",1000
"X4","X0","f","X2",0,"pb","X2","pb",1,"X3",9,0,450,0,0,0,1,1,0,"missing",0,"X2","X2","X2","X2","X2",47,"GOOD",1000
"X5","web","m","X3",0,"se","X2","sp",1,"X3",12,1,1090.68,0,0,1,0,0,1,"missing",0,"X1","X1","X1","X1","X1",35,"GOOD",1000
"X4","web","f","X7",0,"sp","X2","sp",0,"X1",9.72714882201501,1,500,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",53,"BAD",1000
"X2","X0","f","X3",0,"missing","X1","ap",1,"X3",1,1,1800,0,0,0,0,0,1,"missing",0,"X5","X7","X5","X2","X1",49,"GOOD",1000
"X4","X0","m","X6",0,"missing","X1","pb",1,"X3",0,1,1077,0,0,0,1,1,1,"pb",1,"X5","X4","X5","X2","X2",60,"GOOD",1000
"X5","web","f","X3",1,"ma","X2","ma",1,"X3",6,1,350,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",20,"BAD",1000
"X4","web","m","X3",1,"am","X2","ms",1,"X3",1,1,1000,0,0,0,0,0,0,"missing",0,"X20","X6","X5","X1","X1",56,"GOOD",1000
"X4","carga","m","X2",2,"pa","X2","pa",0,"X4",9.72714882201501,1,492,0,0,0,0,0,1,"pa",1,"X20","X4","X5","X1","X1",30,"GOOD",1000
"X3","X0","m","X3",0,"ba","X2","ba",1,"X3",0,0,807,0,1,0,1,1,0,"missing",0,"X2","X2","X2","X2","X1",24,"BAD",1000
"X4","web","f","X3",0,"sp","X2","pr",1,"X3",9.72714882201501,1,950,0,0,0,0,0,0,"missing",0,"X20","X7","X1","X1","X1",44,"GOOD",1000
"X4","X0","f","X2",1,"ce","X2","ce",1,"X4",9.72714882201501,1,600,0,0,0,0,0,0,"missing",0,"X5","X6","X5","X1","X1",40,"GOOD",1000
"X1","X0","m","X3",1,"ba","X2","ba",1,"X3",11,1,364,0,0,0,0,0,1,"ba",1,"X20","X4","X1","X1","X3",34,"BAD",1000
"X3","web","m","X3",0,"al","X2","al",1,"X3",6,1,2176,0,1,0,0,0,0,"missing",0,"X20","X7","X1","X1","X1",63,"GOOD",1000
"X3","web","m","X2",0,"sp","X2","pr",1,"X3",1,1,535.72,0,0,0,0,0,1,"pr",1,"X20","X4","X1","X1","X1",60,"GOOD",1000
"X4","web","f","X2",1,"rj","X2","rj",1,"X3",26,1,371,0,0,0,0,0,0,"missing",0,"X20","X1","X1","X1","X1",26,"GOOD",1000
"X2","web","f","X2",1,"rs","X2","rs",1,"X3",15,1,300,0,0,0,0,0,1,"rs",1,"X20","X4","X1","X1","X1",38,"GOOD",1000
"X4","X0","f","X3",0,"rs","X2","rs",1,"X3",24,0,350,0,0,0,1,1,0,"missing",0,"X20","X3","X2","X2","X1",62,"GOOD",1000
"X3","X0","f","X5",0,"pa","X2","go",1,"X3",5,1,1190,0,0,0,1,0,0,"missing",0,"X1","X1","X1","X1","X1",44,"BAD",1000
"X5","X0","f","X2",0,"ce","X2","ce",1,"X3",0,0,350,0,0,0,1,1,0,"missing",0,"X2","X2","X2","X2","X1",24,"BAD",1000
"X4","X0","f","X3",0,"pe","X2","pe",1,"X3",8,1,1281,0,0,0,0,0,0,"missing",0,"X20","X4","X1","X1","X1",57,"GOOD",1000
"X3","X0","f","X2",0,"missing","X1","rj",1,"X3",0,1,799,0,0,1,1,1,1,"rj",1,"X5","X7","X5","X2","X1",64,"GOOD",1000
"X1","X0","f","X3",2,"mg","X2","mg",1,"X3",1,0,1088,0,0,0,1,1,0,"missing",0,"X20","X4","X2","X2","X1",35,"GOOD",1000
"X3","web","f","X3",1,"rs","X2","rs",1,"X3",15,1,500,0,0,0,0,0,0,"missing",0,"X20","X4","X1","X1","X1",33,"GOOD",1000
"X3","X0","f","X3",0,"ba","X2","ba",1,"X3",16,0,720,0,0,0,1,1,0,"missing",0,"X13","X6","X2","X2","X2",41,"GOOD",1000
"X3","X0","m","X3",0,"ba","X2","ba",1,"X3",10,1,624,350,0,0,0,1,1,"ba",1,"X6","X4","X2","X2","X1",59,"GOOD",1000
"X4","web","f","X2",2,"ba","X2","ba",1,"X3",10,1,350,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",23,"GOOD",1000
"X3","web","f","X3",4,"pe","X2","ce",1,"X3",13,1,800,0,0,1,0,0,0,"missing",0,"X13","X6","X1","X1","X1",33,"GOOD",1000
"X6","web","f","X2",0,"df","X2","go",1,"X3",6,1,495,0,0,0,0,0,1,"df",0,"X20","X1","X1","X1","X1",28,"BAD",1000
"X6","web","m","X3",0,"pe","X2","pe",1,"X3",10,1,500,0,0,0,0,0,0,"missing",0,"X1","X6","X1","X1","X1",68,"BAD",1000
"X2","carga","m","X3",1,"al","X2","al",1,"X3",1,1,455,0,0,0,0,0,1,"missing",0,"X5","X4","X5","X1","X1",21,"BAD",1000
"X3","web","f","X2",0,"rs","X2","rs",1,"X3",8,1,400,0,0,0,0,0,1,"rs",1,"X20","X4","X1","X1","X1",45,"GOOD",1000
"X3","web","m","X3",1,"pr","X2","sp",1,"X3",2,1,1129.2,0,0,0,1,0,1,"sp",1,"X20","X4","X1","X1","X1",36,"GOOD",1000
"X4","X0","f","X3",0,"ma","X2","ma",1,"X3",13,1,300,0,1,0,1,0,0,"missing",0,"X13","X6","X1","X1","X1",37,"BAD",1000
"X6","web","f","X3",0,"pe","X2","ba",1,"X6",1,1,548,0,0,0,0,0,1,"ba",0,"X20","X7","X1","X1","X2",26,"GOOD",1000
"X6","web","f","X3",2,"rj","X2","rj",0,"X3",30,1,800,0,0,0,1,0,0,"missing",0,"X20","X6","X1","X1","X1",55,"GOOD",1000
"X6","web","f","X3",2,"mg","X2","mg",1,"X3",2,1,400,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",27,"BAD",1000
"X6","web","m","X2",0,"pe","X2","sp",1,"X3",10,1,534,534,0,0,0,0,1,"sp",1,"X20","X4","X1","X1","X1",19,"BAD",1000
"X3","web","f","X3",0,"pr","X2","sp",1,"X1",9.72714882201501,1,380,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",58,"GOOD",1000
"X3","web","m","X3",3,"ce","X2","ce",1,"X3",47,1,292,0,0,0,0,0,0,"missing",0,"X20","X3","X1","X1","X1",64,"GOOD",1000
"X1","web","m","X3",5,"pr","X2","sp",0,"X3",5,1,700,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X3",65,"GOOD",1000
"X6","web","f","X2",0,"pe","X2","sp",1,"X3",7,1,750,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",37,"GOOD",1000
"X3","web","f","X3",0,"mg","X2","mg",1,"X1",9.72714882201501,1,1288,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X2",53,"GOOD",1000
"X3","web","f","X3",3,"ba","X2","ba",1,"X3",1,1,461,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",36,"GOOD",1000
"X3","web","f","X5",0,"pr","X2","pr",1,"X4",3,1,667.33,0,0,0,0,0,0,"missing",0,"X20","X3","X1","X1","X1",47,"GOOD",1000
"X3","web","m","X3",0,"rn","X2","rn",1,"X3",10,1,457,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",37,"GOOD",1000
"X3","web","f","X3",5,"ma","X2","ce",1,"X3",5,1,550,0,1,1,0,0,0,"missing",0,"X13","X7","X1","X1","X1",25,"GOOD",1000
"X6","web","f","X3",0,"ce","X2","ce",1,"X1",0,1,800,0,0,0,0,0,0,"missing",0,"X13","X6","X1","X1","X2",23,"GOOD",1000
"X6","X0","f","X5",0,"sp","X2","sp",1,"X2",0,1,643,0,0,0,1,1,0,"missing",0,"X2","X2","X2","X2","X1",66,"BAD",1000
"X5","X0","m","X7",2,"mg","X2","mg",1,"X7",5,0,380,350,0,0,1,1,1,"mg",1,"X20","X4","X2","X2","X1",22,"GOOD",1000
"X3","web","f","X5",0,"ba","X2","es",0,"X3",47,1,350,0,0,0,0,0,0,"missing",0,"X20","X3","X1","X1","X1",47,"BAD",1000
"X2","X0","m","X3",2,"missing","X1","rj",1,"X4",0,1,386,0,0,1,1,0,0,"missing",0,"X5","X6","X5","X2","X1",45,"GOOD",1000
"X4","web","f","X3",0,"mg","X2","mg",1,"X4",2,1,267,0,0,0,0,0,0,"missing",0,"X5","X1","X1","X1","X2",63,"GOOD",1000
"X3","web","m","X3",0,"pb","X2","ce",1,"X3",30,1,350,0,0,0,0,0,1,"missing",0,"X20","X3","X1","X1","X1",87,"GOOD",1000
"X1","X0","f","X2",0,"missing","X1","mg",0,"X3",0,1,373,0,0,0,1,1,1,"mg",1,"X5","X4","X5","X2","X2",22,"BAD",1000
"X3","X0","f","X3",0,"pe","X2","pe",0,"X3",20,0,350,0,0,0,1,1,0,"missing",0,"X2","X2","X2","X2","X1",55,"BAD",1000
"X6","X0","f","X2",0,"mt","X2","mt",1,"X3",7,0,350,0,0,0,1,1,0,"missing",0,"X13","X6","X2","X2","X1",20,"BAD",1000
"X5","X0","m","X3",0,"rs","X2","rs",0,"X3",1,1,350,0,0,0,1,1,0,"missing",0,"X20","X3","X2","X2","X1",71,"BAD",1000
"X4","X0","f","X3",3,"pe","X2","pe",1,"X3",15,1,431,0,0,1,0,0,1,"pe",1,"X20","X4","X1","X1","X1",45,"GOOD",1000
"X6","web","m","X7",1,"rs","X2","rs",1,"X3",9.72714882201501,1,655,0,0,0,0,0,1,"rs",1,"X20","X4","X1","X1","X1",25,"BAD",1000
"X2","X0","f","X3",2,"pr","X2","pr",1,"X3",8,1,801,0,0,0,1,1,1,"pr",0,"X20","X7","X2","X2","X1",46,"GOOD",1000
"X3","web","m","X3",0,"rs","X2","sc",1,"X3",9.72714882201501,1,900,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",46,"BAD",1000
"X4","X0","m","X3",0,"sp","X2","sp",1,"X4",3,0,980,0,0,0,1,1,1,"sp",1,"X4","X4","X2","X2","X2",56,"GOOD",1000
"X4","web","m","X3",0,"es","X2","es",1,"X3",2,1,967,0,0,0,0,0,1,"es",0,"X20","X4","X1","X1","X2",43,"GOOD",1000
"X3","web","f","X3",2,"ba","X2","ba",1,"X3",9.72714882201501,1,394,0,0,0,0,0,1,"missing",0,"X20","X4","X1","X1","X2",34,"GOOD",1000
"X2","X0","f","X2",0,"pa","X2","ap",1,"X3",6,1,720,0,0,0,1,1,0,"missing",0,"X2","X2","X2","X2","X1",22,"GOOD",1000
"X5","web","f","X3",0,"ma","X2","ce",0,"X4",1,1,710,0,0,0,0,0,0,"missing",0,"X13","X6","X1","X1","X1",35,"BAD",1000
"X3","web","f","X2",2,"ba","X2","sp",1,"X3",3,1,511,0,0,1,0,0,0,"missing",0,"X13","X7","X1","X1","X1",36,"GOOD",1000
"X3","X0","m","X3",1,"missing","X1","sp",1,"X3",0,1,635,0,0,0,1,1,1,"sp",1,"X5","X4","X5","X2","X1",27,"BAD",1000
"X5","web","m","X2",1,"ba","X2","ba",1,"X3",6,1,406,0,0,0,0,0,1,"ba",0,"X20","X4","X1","X1","X1",41,"GOOD",1000
"X5","web","f","X3",0,"sp","X2","sp",1,"X3",9.72714882201501,1,1500,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X2",58,"BAD",1000
"X5","web","m","X2",0,"sp","X2","sp",1,"X3",5,1,600,0,0,0,0,0,0,"missing",0,"X1","X6","X1","X1","X1",30,"GOOD",1000
"X6","web","f","X3",0,"go","X2","go",0,"X3",0,1,412,300,0,0,0,0,1,"go",1,"X20","X4","X1","X1","X2",18,"GOOD",1000
"X3","web","f","X5",0,"pr","X2","pr",1,"X3",20,1,620,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",55,"GOOD",1000
"X2","web","f","X3",0,"ce","X2","ce",1,"X3",1,1,760,0,0,0,0,0,0,"missing",0,"X20","X3","X5","X1","X3",59,"BAD",1000
"X4","web","f","X3",1,"mg","X2","sp",1,"X4",4,1,500,0,0,0,0,0,0,"missing",0,"X20","X6","X1","X1","X1",22,"BAD",1000
"X2","X0","m","X2",0,"rj","X2","rj",1,"X3",6,0,2521,0,0,0,1,1,1,"rj",1,"X20","X4","X2","X2","X1",39,"BAD",1000
"X3","web","m","X2",0,"ce","X2","ce",1,"X3",4,1,380,0,0,0,0,0,1,"ce",1,"X1","X1","X1","X1","X1",28,"GOOD",1000
"X4","X0","f","X3",6,"rn","X2","rn",1,"X3",0,0,350,0,0,0,1,1,0,"missing",0,"X2","X2","X2","X2","X1",63,"GOOD",1000
"X3","web","f","X5",0,"sp","X2","sp",1,"X3",3,1,1800,0,1,0,0,0,0,"missing",0,"X1","X3","X1","X1","X1",41,"GOOD",1000
"X3","X0","f","X3",0,"rj","X2","rj",1,"X3",0,0,350,0,0,0,1,1,0,"missing",0,"X2","X2","X2","X2","X1",45,"GOOD",1000
"X4","X0","m","X2",0,"mg","X2","sp",1,"X3",4,0,643,0,1,0,1,1,1,"sp",1,"X20","X4","X2","X2","X1",37,"BAD",1000
"X6","web","f","X3",2,"sp","X2","sp",1,"X1",9.72714882201501,1,700,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",43,"BAD",1000
"X5","web","m","X2",0,"ba","X2","ba",1,"X3",2,1,350,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",62,"GOOD",1000
"X3","web","f","X2",0,"sp","X2","sp",1,"X3",9.72714882201501,1,521.13,0,0,0,0,0,0,"missing",0,"X20","X7","X1","X1","X2",41,"GOOD",1000
"X4","web","f","X2",0,"pa","X2","pa",1,"X3",4,1,600,0,0,0,0,0,0,"missing",0,"X1","X6","X1","X1","X1",49,"BAD",1000
"X3","web","m","X3",0,"rs","X2","rs",1,"X3",10,1,857,0,0,0,0,0,0,"missing",0,"X20","X4","X1","X1","X1",23,"BAD",1000
"X2","web","f","X3",1,"go","X2","go",1,"X3",2,1,1740,500,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",18,"GOOD",1000
"X2","web","m","X3",0,"pr","X2","pr",1,"X3",60,1,703,0,0,0,0,0,0,"missing",0,"X20","X3","X1","X1","X1",59,"GOOD",1000
"X3","X0","f","X3",0,"ba","X2","ba",1,"X3",30,0,350,0,0,0,1,1,1,"ba",0,"X20","X3","X2","X2","X1",61,"GOOD",1000
"X6","carga","f","X6",2,"pa","X2","pa",0,"X7",1,1,822,0,0,0,0,0,1,"missing",0,"X20","X4","X5","X1","X1",35,"GOOD",1000
"X6","web","f","X2",1,"pr","X2","sc",1,"X4",2,1,1200,0,1,0,0,0,1,"sc",1,"X20","X4","X1","X1","X1",25,"GOOD",1000
"X2","web","f","X2",0,"pa","X2","pa",1,"X7",3,1,350,0,0,0,0,0,1,"missing",0,"X20","X4","X1","X1","X1",18,"GOOD",1000
"X2","X0","m","X2",0,"missing","X1","rs",1,"X3",0,1,564,0,0,0,1,1,0,"missing",0,"X20","X3","X5","X2","X1",48,"BAD",1000
"X6","web","m","X7",0,"ms","X2","mt",1,"X3",15,1,1393,0,0,0,0,0,1,"mt",1,"X6","X4","X1","X1","X1",44,"GOOD",1000
"X5","web","f","X5",0,"al","X2","pe",1,"X3",10,1,650,386,1,0,0,0,1,"pe",1,"X20","X4","X1","X1","X1",37,"GOOD",1000
"X3","web","f","X3",2,"df","X2","df",0,"X3",14,1,1729,0,0,0,0,0,1,"df",1,"X20","X7","X1","X1","X1",49,"BAD",1000
"X3","web","f","X7",0,"pa","X2","ap",1,"X3",19,1,699,0,0,0,0,0,1,"ap",1,"X20","X4","X1","X1","X1",68,"GOOD",1000
"X2","X0","f","X2",2,"ma","X2","ma",1,"X3",15,0,849,0,0,0,1,1,1,"missing",1,"X2","X2","X2","X2","X1",48,"GOOD",1000
"X2","carga","m","X3",1,"pe","X2","pe",1,"X3",1,1,1131,0,0,0,0,0,0,"missing",0,"X20","X3","X5","X1","X1",68,"BAD",1000
"X5","web","m","X3",1,"mg","X2","sp",0,"X4",1,1,543,0,0,1,0,0,1,"sp",0,"X20","X4","X1","X1","X1",36,"GOOD",1000
"X5","web","f","X5",0,"sp","X2","sp",1,"X1",9.72714882201501,1,600,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X2",73,"GOOD",1000
"X6","web","m","X2",0,"pe","X2","pe",1,"X3",16,1,546,0,0,1,0,0,0,"missing",0,"X1","X1","X1","X1","X1",32,"GOOD",1000
"X3","web","m","X3",1,"mg","X2","go",1,"X3",5,1,582,0,1,0,1,0,1,"go",1,"X6","X4","X1","X6","X1",28,"GOOD",1000
"X4","X0","f","X3",2,"pb","X2","pb",0,"X3",1,0,350,0,0,0,1,1,0,"missing",0,"X2","X2","X2","X2","X2",43,"GOOD",1000
"X4","X0","f","X5",5,"rs","X2","rs",1,"X3",18,0,440,0,0,0,0,1,0,"missing",0,"X20","X3","X2","X2","X1",44,"GOOD",1000
"X4","web","f","X3",0,"sp","X2","sp",1,"X3",6,1,381,0,0,0,0,0,0,"missing",0,"X20","X3","X19","X4","X1",70,"GOOD",1000
"X3","X0","f","X2",0,"ce","X2","ce",0,"X3",55,0,350,0,0,0,1,1,0,"missing",0,"X2","X2","X2","X2","X1",66,"GOOD",1000
"X4","carga","f","X2",0,"pe","X2","pe",1,"X3",1,1,758,0,0,0,0,0,1,"missing",0,"X5","X3","X5","X1","X1",49,"GOOD",1000
"X2","web","m","X3",0,"rs","X2","rs",1,"X3",12,1,2417,0,0,0,1,0,1,"missing",0,"X20","X3","X1","X1","X1",64,"GOOD",1000
"X3","X0","m","X3",0,"pe","X2","pe",1,"X3",40,0,350,0,0,0,1,1,0,"missing",0,"X13","X7","X2","X2","X1",69,"GOOD",1000
"X3","X0","f","X2",0,"ba","X2","ba",1,"X3",0,1,500,0,0,0,1,1,0,"missing",0,"X2","X2","X2","X2","X2",43,"GOOD",1000
"X6","web","m","X3",0,"sp","X2","sp",1,"X4",2,1,724,0,0,0,0,0,1,"missing",0,"X20","X4","X1","X1","X1",24,"GOOD",1000
"X4","web","m","X2",1,"pb","X2","pe",1,"X3",12,1,360,80,0,0,0,0,1,"pe",1,"X20","X7","X1","X1","X1",27,"GOOD",1000
"X3","web","m","X3",2,"rn","X2","sp",1,"X3",6,1,1000,0,0,0,0,0,1,"missing",0,"X1","X1","X1","X1","X1",44,"GOOD",1000
"X3","web","f","X2",0,"mg","X2","mg",1,"X4",2,1,246,0,0,0,0,0,0,"missing",0,"X20","X3","X1","X1","X2",57,"GOOD",1000
"X5","X0","f","X7",0,"rj","X2","rj",1,"X4",2,1,410,0,0,0,0,1,1,"rj",1,"X7","X4","X2","X2","X1",25,"GOOD",1000
"X6","carga","m","X6",3,"mg","X2","mg",1,"X3",1,1,961,0,0,0,0,0,0,"missing",0,"X5","X3","X5","X1","X2",56,"GOOD",1000
"X4","web","m","X2",0,"pe","X2","sp",1,"X3",1,1,600,0,0,0,0,0,0,"missing",0,"X20","X7","X1","X1","X1",36,"GOOD",1000
"X3","web","m","X2",0,"ce","X2","ce",1,"X3",5,1,350,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",33,"BAD",1000
"X2","web","m","X5",0,"rs","X2","rs",1,"X3",6,1,350,0,0,0,0,0,0,"missing",0,"X20","X7","X1","X1","X1",76,"BAD",1000
"X3","web","m","X3",0,"sp","X2","sp",1,"X3",10,1,1045.34,0,0,0,0,0,0,"missing",0,"X20","X4","X1","X1","X2",32,"GOOD",1000
"X6","web","f","X3",0,"pe","X2","pe",1,"X3",10,1,400,200,1,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",50,"GOOD",1000
"X3","X0","m","X3",0,"pb","X2","pb",1,"X3",9,1,630,0,1,1,1,1,1,"pb",0,"X20","X4","X2","X2","X2",29,"GOOD",1000
"X3","X0","f","X3",0,"ce","X2","ce",1,"X4",9.72714882201501,1,4336,0,0,0,0,0,1,"ce",1,"X1","X1","X1","X1","X1",43,"GOOD",1000
"X5","X0","m","X6",0,"rj","X2","rj",1,"X3",3,0,1526,0,0,1,1,1,1,"rj",1,"X20","X4","X2","X2","X1",48,"GOOD",1000
"X1","X0","f","X2",0,"pe","X2","sp",1,"X3",1,0,430,0,0,0,1,1,0,"missing",0,"X20","X6","X2","X2","X1",33,"BAD",1000
"X5","web","m","X2",1,"sp","X2","sp",1,"X3",4,1,496,600,0,0,0,0,1,"sp",1,"X20","X7","X1","X1","X1",38,"GOOD",1000
"X3","web","m","X3",3,"pa","X2","ap",0,"X3",3,1,380,0,0,0,0,0,0,"missing",0,"X20","X3","X1","X1","X1",46,"GOOD",1000
"X2","web","m","X3",0,"pr","X2","sp",1,"X1",9.72714882201501,1,1543.66,0,0,0,0,0,0,"missing",0,"X5","X1","X1","X1","X2",51,"GOOD",1000
"X4","X0","m","X3",0,"missing","X1","rj",1,"X7",0,1,884,0,0,0,0,1,1,"rj",1,"X5","X4","X5","X2","X1",45,"BAD",1000
"X2","web","m","X3",0,"rs","X2","rs",1,"X3",20,1,604,0,0,0,0,0,0,"missing",0,"X20","X3","X1","X1","X1",58,"GOOD",1000
"X6","web","f","X3",2,"ba","X2","ba",0,"X3",6,1,317,0,0,0,0,0,0,"missing",0,"X20","X3","X1","X1","X1",38,"GOOD",1000
"X4","carga","m","X3",0,"pa","X2","pa",1,"X3",9.72714882201501,1,292,0,0,0,0,0,0,"missing",0,"X5","X3","X5","X1","X1",75,"GOOD",1000
"X2","X0","f","X3",1,"pr","X2","pr",1,"X3",2,0,1200,0,0,0,1,1,0,"missing",1,"X18","X4","X2","X2","X1",20,"BAD",1000
"X6","web","f","X2",0,"pe","X2","pe",1,"X3",6,1,450,0,0,1,0,0,0,"missing",0,"X13","X6","X1","X1","X1",25,"GOOD",1000
"X3","web","f","X3",4,"ce","X2","ce",1,"X3",3,1,700,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",70,"GOOD",1000
"X3","X0","f","X2",2,"rs","X2","rs",1,"X3",15,1,1200,0,0,0,1,1,0,"missing",0,"X20","X6","X2","X2","X1",39,"BAD",1000
"X2","web","m","X3",1,"rs","X2","rs",0,"X3",9,1,1342,0,0,0,1,0,1,"missing",0,"X20","X4","X1","X1","X1",36,"GOOD",1000
